"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
222,"Alta Twp Committeeman (REP) (Vote For 1)","Write-in","REP",1,5.56,173,27,1,1,"0","0"
223,"Alta Twp Committeewoman (DEM) (Vote For 1)","Christine Downey-Schmidt","DEM",3,100.00,173,27,1,1,"0","0"
224,"Alta Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,173,27,1,1,"0","0"
225,"Alta Twp Committeeman (DEM) (Vote For 1)","Gordon Schmidt","DEM",3,100.00,173,27,1,1,"0","0"
226,"Alta Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,173,27,1,1,"0","0"
227,"Burrton Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,138,15,1,1,"0","0"
228,"Burrton Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,138,15,1,1,"0","0"
229,"Burrton Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,138,15,1,1,"0","0"
230,"Burrton Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,138,15,1,1,"0","0"
231,"Darlington Twp Committeewoman (REP) (Vote For 1)","Janet Ingmire","REP",47,97.92,340,63,1,1,"0","0"
232,"Darlington Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",1,2.08,340,63,1,1,"0","0"
233,"Darlington Twp Committeeman (REP) (Vote For 1)","Doug Ingmire","REP",46,97.87,340,63,1,1,"0","0"
234,"Darlington Twp Committeeman (REP) (Vote For 1)","Write-in","REP",1,2.13,340,63,1,1,"0","0"
235,"Darlington Twp Committeewoman (DEM) (Vote For 1)","Barbara Denison","DEM",3,100.00,340,63,1,1,"0","0"
236,"Darlington Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,340,63,1,1,"0","0"
237,"Darlington Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,340,63,1,1,"0","0"
238,"Darlington Twp North Committeewoman (REP) (Vote For 1)","Leota Harms","REP",21,100.00,85,27,1,1,"0","0"
239,"Darlington Twp North Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,85,27,1,1,"0","0"
240,"Darlington Twp North Committeeman (REP) (Vote For 1)","Larry Harms","REP",23,100.00,85,27,1,1,"0","0"
241,"Darlington Twp North Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,85,27,1,1,"0","0"
242,"Darlington Twp North Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,85,27,1,1,"0","0"
243,"Darlington Twp North Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,85,27,1,1,"0","0"
244,"Emma Twp Committeewoman (REP) (Vote For 1)","Julie Willems","REP",66,98.51,384,88,1,1,"0","0"
245,"Emma Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",1,1.49,384,88,1,1,"0","0"
246,"Emma Twp Committeeman (REP) (Vote For 1)","Jake Willems","REP",66,100.00,384,88,1,1,"0","0"
247,"Emma Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,384,88,1,1,"0","0"
248,"Emma Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,384,88,1,1,"0","0"
249,"Emma Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,384,88,1,1,"0","0"
250,"Garden Twp Committeewoman (REP) (Vote For 1)","Judy G. Lamb","REP",49,100.00,188,62,1,1,"0","0"
251,"Garden Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,188,62,1,1,"0","0"
252,"Garden Twp Committeeman (REP) (Vote For 1)","Robert Paul Lamb","REP",48,100.00,188,62,1,1,"0","0"
253,"Garden Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,188,62,1,1,"0","0"
254,"Garden Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,188,62,1,1,"0","0"
255,"Garden Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,188,62,1,1,"0","0"
256,"Halstead Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",2,100.00,248,45,1,1,"0","0"
257,"Halstead Twp Committeeman (REP) (Vote For 1)","Write-in","REP",1,100.00,248,45,1,1,"0","0"
258,"Halstead Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,248,45,1,1,"0","0"
259,"Halstead Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,248,45,1,1,"0","0"
260,"Highland Twp Committeewoman (REP) (Vote For 1)","Jeanette R. Friesen","REP",30,100.00,268,44,1,1,"0","0"
261,"Highland Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,268,44,1,1,"0","0"
262,"Highland Twp Committeeman (REP) (Vote For 1)","Larry Friesen","REP",30,100.00,268,44,1,1,"0","0"
263,"Highland Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,268,44,1,1,"0","0"
264,"Highland Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,268,44,1,1,"0","0"
265,"Highland Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,268,44,1,1,"0","0"
266,"Lake Twp Committeewoman (REP) (Vote For 1)","Lora L. Fisher","REP",20,100.00,116,26,1,1,"0","0"
267,"Lake Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,116,26,1,1,"0","0"
268,"Lake Twp Committeeman (REP) (Vote For 1)","Vincent E. Fisher","REP",20,100.00,116,26,1,1,"0","0"
269,"Lake Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,116,26,1,1,"0","0"
270,"Lake Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,116,26,1,1,"0","0"
271,"Lake Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,116,26,1,1,"0","0"
272,"Lakin Twp Committeewoman (REP) (Vote For 1)","Sarah M. Koehn","REP",28,100.00,184,35,1,1,"0","0"
273,"Lakin Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,184,35,1,1,"0","0"
274,"Lakin Twp Committeeman (REP) (Vote For 1)","Michael B. Koehn","REP",29,100.00,184,35,1,1,"0","0"
275,"Lakin Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,184,35,1,1,"0","0"
276,"Lakin Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,184,35,1,1,"0","0"
277,"Lakin Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,184,35,1,1,"0","0"
278,"Macon Twp Committeewoman (REP) (Vote For 1)","Rebecca L. Vogt","REP",49,98.00,279,68,1,1,"0","0"
279,"Macon Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",1,2.00,279,68,1,1,"0","0"
280,"Macon Twp Committeeman (REP) (Vote For 1)","Kerry A. Vogt","REP",45,95.74,279,68,1,1,"0","0"
281,"Macon Twp Committeeman (REP) (Vote For 1)","Write-in","REP",2,4.26,279,68,1,1,"0","0"
282,"Macon Twp Committeewoman (DEM) (Vote For 1)","Arnita Haury","DEM",16,100.00,279,68,1,1,"0","0"
283,"Macon Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,279,68,1,1,"0","0"
284,"Macon Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,279,68,1,1,"0","0"
285,"Macon Twp East-72 Committeewoman (REP) (Vote For 1)","Write-in","REP",5,100.00,64,25,1,1,"0","0"
286,"Macon Twp East-72 Committeeman (REP) (Vote For 1)","Jason Mitchell","REP",19,100.00,64,25,1,1,"0","0"
287,"Macon Twp East-72 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,64,25,1,1,"0","0"
288,"Macon Twp East-72 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,64,25,1,1,"0","0"
289,"Macon Twp East-72 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,64,25,1,1,"0","0"
290,"Newton Twp AB 72 Committeewoman (REP) (Vote For 1)","Gerri Klaassen","REP",30,96.77,197,35,1,1,"0","0"
291,"Newton Twp AB 72 Committeewoman (REP) (Vote For 1)","Write-in","REP",1,3.23,197,35,1,1,"0","0"
292,"Newton Twp AB 72 Committeeman (REP) (Vote For 1)","Dallas Klaassen","REP",30,96.77,197,35,1,1,"0","0"
293,"Newton Twp AB 72 Committeeman (REP) (Vote For 1)","Write-in","REP",1,3.23,197,35,1,1,"0","0"
294,"Newton Twp AB 72 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,197,35,1,1,"0","0"
295,"Newton Twp AB 72 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,197,35,1,1,"0","0"
296,"Newton Twp AB 74 Committeewoman (REP) (Vote For 1)","Write-in","REP",3,100.00,39,10,1,1,"0","0"
297,"Newton Twp AB 74 Committeeman (REP) (Vote For 1)","Write-in","REP",3,100.00,39,10,1,1,"0","0"
298,"Newton Twp AB 74 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,39,10,1,1,"0","0"
299,"Newton Twp AB 74 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,39,10,1,1,"0","0"
300,"Newton Twp C-G Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,66,7,1,1,"0","0"
301,"Newton Twp C-G Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,66,7,1,1,"0","0"
302,"Newton Twp C-G Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,66,7,1,1,"0","0"
303,"Newton Twp C-G Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,66,7,1,1,"0","0"
304,"Pleasant Twp Committeewoman (REP) (Vote For 1)","Rebecca J. Schroeder","REP",76,98.70,352,94,1,1,"0","0"
305,"Pleasant Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",1,1.30,352,94,1,1,"0","0"
306,"Pleasant Twp Committeeman (REP) (Vote For 1)","Richard E. Schroeder","REP",71,97.26,352,94,1,1,"0","0"
307,"Pleasant Twp Committeeman (REP) (Vote For 1)","Write-in","REP",2,2.74,352,94,1,1,"0","0"
308,"Pleasant Twp Committeewoman (DEM) (Vote For 1)","Carol L. Schmidt","DEM",12,100.00,352,94,1,1,"0","0"
309,"Pleasant Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,352,94,1,1,"0","0"
310,"Pleasant Twp Committeeman (DEM) (Vote For 1)","Jason Schmidt","DEM",12,100.00,352,94,1,1,"0","0"
311,"Pleasant Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,352,94,1,1,"0","0"
312,"Richland Twp Committeewoman (REP) (Vote For 1)","Sharon Entz","REP",49,100.00,300,59,1,1,"0","0"
313,"Richland Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,300,59,1,1,"0","0"
314,"Richland Twp Committeeman (REP) (Vote For 1)","Leland Entz","REP",49,100.00,300,59,1,1,"0","0"
315,"Richland Twp Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,300,59,1,1,"0","0"
316,"Richland Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,300,59,1,1,"0","0"
317,"Richland Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,300,59,1,1,"0","0"
318,"Sedgwick Twp Committeewoman (REP) (Vote For 1)","Grace Klaassen","REP",17,100.00,139,22,1,1,"0","0"
319,"Sedgwick Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,139,22,1,1,"0","0"
320,"Sedgwick Twp Committeeman (REP) (Vote For 1)","Stanley T. Jost","REP",11,91.67,139,22,1,1,"0","0"
321,"Sedgwick Twp Committeeman (REP) (Vote For 1)","Write-in","REP",1,8.33,139,22,1,1,"0","0"
322,"Sedgwick Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,139,22,1,1,"0","0"
323,"Sedgwick Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,139,22,1,1,"0","0"
324,"Sedgwick Twp East-72 Committeewoman (REP) (Vote For 1)","Cindy Rohr","REP",19,100.00,97,21,1,1,"0","0"
325,"Sedgwick Twp East-72 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,97,21,1,1,"0","0"
326,"Sedgwick Twp East-72 Committeeman (REP) (Vote For 1)","Daniel Rohr","REP",19,100.00,97,21,1,1,"0","0"
327,"Sedgwick Twp East-72 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,97,21,1,1,"0","0"
328,"Sedgwick Twp East-72 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,97,21,1,1,"0","0"
329,"Sedgwick Twp East-72 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,97,21,1,1,"0","0"
330,"Walton Twp Committeewoman (REP) (Vote For 1)","Kelsea Abney","REP",19,90.48,213,31,1,1,"0","0"
331,"Walton Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",2,9.52,213,31,1,1,"0","0"
332,"Walton Twp Committeeman (REP) (Vote For 1)","Jason D. Weller","REP",21,95.45,213,31,1,1,"0","0"
333,"Walton Twp Committeeman (REP) (Vote For 1)","Write-in","REP",1,4.55,213,31,1,1,"0","0"
334,"Walton Twp Committeewoman (DEM) (Vote For 1)","Debra Reinhardt","DEM",3,100.00,213,31,1,1,"0","0"
335,"Walton Twp Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,213,31,1,1,"0","0"
336,"Walton Twp Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,213,31,1,1,"0","0"
